county,office,district,party,candidate,votes
Desoto,U.S. House,18,NA,WriteinVotes,21
Desoto,U.S. House,18,NPA,Keith R. Hayden Jr,1677
Desoto,U.S. House,18,REP,Scott Franklin,6504
Desoto,U.S. Senate,NA,DEM,Val Demings,2097
Desoto,U.S. Senate,NA,LPF,Dennis Misigoy,27
Desoto,U.S. Senate,NA,NA,OverVotes,0
Desoto,U.S. Senate,NA,NA,UnderVotes,52
Desoto,U.S. Senate,NA,NA,WriteinVotes,3
Desoto,U.S. Senate,NA,NPA,Steven B. Grant,51
Desoto,U.S. Senate,NA,NPA,Tuan TQ Nguyen,15
Desoto,U.S. Senate,NA,REP,Marco Rubio,6469
Dixie,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,3
Dixie,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,552
Dixie,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,2598
Dixie,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,3040
Dixie,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,3
Dixie,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,580
Dixie,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,2530
Dixie,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,3080
Dixie,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,2
Dixie,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,351
Dixie,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,2637
Dixie,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,3203
Dixie,Attorney General,NA,DEM,Aramis Ayala,747
Dixie,Attorney General,NA,NA,OverVotes,0
Dixie,Attorney General,NA,NA,UnderVotes,71
Dixie,Attorney General,NA,REP,Ashley Moody,5375
Dixie,Chief Financial Officer,NA,DEM,Adam Hattersley,826
Dixie,Chief Financial Officer,NA,NA,OverVotes,0
Dixie,Chief Financial Officer,NA,NA,UnderVotes,301
Dixie,Chief Financial Officer,NA,REP,Jimmy Patronis,5066
Dixie,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,814
Dixie,Commissioner of Agriculture,NA,NA,OverVotes,0
Dixie,Commissioner of Agriculture,NA,NA,UnderVotes,109
Dixie,Commissioner of Agriculture,NA,REP,Wilton Simpson,5270
Dixie,County Commissioner,2,DEM,Jaffry L Crawl,852
Dixie,County Commissioner,2,NA,OverVotes,4
Dixie,County Commissioner,2,NA,UnderVotes,263
Dixie,County Commissioner,2,NA,WriteinVotes,1192
Dixie,County Commissioner,2,REP,Daniel Wood III,3882
Dixie,Governor,NA,DEM,Crist / Hernandez,735
Dixie,Governor,NA,LPF,Roos / Rorabaugh,14
Dixie,Governor,NA,NA,OverVotes,1
Dixie,Governor,NA,NA,UnderVotes,13
Dixie,Governor,NA,NPA,Gimenez / Gibson,36
Dixie,Governor,NA,REP,DeSantis / Nuñez,5394
Dixie,Registered Voters,NA,NA,NA,10617
Dixie,Retention of Bo Winokur,First District Court of Appeal,NA,OverVotes,1
Dixie,Retention of Bo Winokur,First District Court of Appeal,NA,UnderVotes,900
Dixie,Retention of Bo Winokur,First District Court of Appeal,NOP,No,1957
Dixie,Retention of Bo Winokur,First District Court of Appeal,NOP,Yes,3335
Dixie,Retention of Bobby Long,First District Court of Appeal,NA,OverVotes,2
Dixie,Retention of Bobby Long,First District Court of Appeal,NA,UnderVotes,833
Dixie,Retention of Bobby Long,First District Court of Appeal,NOP,No,1771
Dixie,Retention of Bobby Long,First District Court of Appeal,NOP,Yes,3587
Dixie,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,3
Dixie,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,649
Dixie,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,2169
Dixie,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,3372
Dixie,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,2
Dixie,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,695
Dixie,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,1827
Dixie,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,3669
Dixie,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,1
Dixie,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,679
Dixie,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,1836
Dixie,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,3677
Dixie,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,1
Dixie,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,700
Dixie,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,2649
Dixie,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,2843
Dixie,Retention of Lori S. Rowe,First District Court of Appeal,NA,OverVotes,2
Dixie,Retention of Lori S. Rowe,First District Court of Appeal,NA,UnderVotes,840
Dixie,Retention of Lori S. Rowe,First District Court of Appeal,NOP,No,2207
Dixie,Retention of Lori S. Rowe,First District Court of Appeal,NOP,Yes,3144
Dixie,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,2
Dixie,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,797
Dixie,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,2243
Dixie,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,3151
Dixie,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,OverVotes,2
Dixie,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,UnderVotes,843
Dixie,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,No,1933
Dixie,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,Yes,3415
Dixie,Retention of Susan Kelsey,First District Court of Appeal,NA,OverVotes,2
Dixie,Retention of Susan Kelsey,First District Court of Appeal,NA,UnderVotes,840
Dixie,Retention of Susan Kelsey,First District Court of Appeal,NOP,No,1876
Dixie,Retention of Susan Kelsey,First District Court of Appeal,NOP,Yes,3475
Dixie,State Senate,3,DEM,Loranne Ausley,825
Dixie,State Senate,3,NA,OverVotes,0
Dixie,State Senate,3,NA,UnderVotes,144
Dixie,State Senate,3,REP,Corey Simon,5224
Dixie,U.S. House,3,DEM,Danielle Hawk,793
Dixie,U.S. House,3,NA,OverVotes,0
Dixie,U.S. House,3,NA,UnderVotes,57
Dixie,U.S. House,3,NPA,Linda S. Brooks,85
Dixie,U.S. House,3,REP,Kat Cammack,5258
Dixie,U.S. Senate,NA,DEM,Val Demings,826
Dixie,U.S. Senate,NA,LPF,Dennis Misigoy,21
Dixie,U.S. Senate,NA,NA,OverVotes,2
Dixie,U.S. Senate,NA,NA,UnderVotes,47
Dixie,U.S. Senate,NA,NA,WriteinVotes,10
Dixie,U.S. Senate,NA,NPA,Steven B. Grant,52
Dixie,U.S. Senate,NA,NPA,Tuan TQ Nguyen,10
Dixie,U.S. Senate,NA,REP,Marco Rubio,5225
Duval,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,0
Duval,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,29892
Duval,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,137514
Duval,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,162897
Duval,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,0
Duval,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,32938
Duval,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,137974
Duval,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,159391
Duval,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,0
Duval,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,24296
Duval,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,123843
Duval,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,182164
Duval,Attorney General,NA,DEM,Aramis Ayala,139677
Duval,Attorney General,NA,NA,OverVotes,0
Duval,Attorney General,NA,NA,UnderVotes,3998
Duval,Attorney General,NA,REP,Ashley Moody,186628
Duval,Bartram Springs Community Development District,Seat 2,NA,OverVotes,0
Duval,Bartram Springs Community Development District,Seat 2,NA,UnderVotes,331
Duval,Bartram Springs Community Development District,Seat 2,NOP,Chris Swift,840
Duval,Bartram Springs Community Development District,Seat 2,NOP,Taner Nierengarten,845
Duval,Bartram Springs Community Development District,Seat 4,NA,OverVotes,0
Duval,Bartram Springs Community Development District,Seat 4,NA,UnderVotes,271
Duval,Bartram Springs Community Development District,Seat 4,NOP,E. Kevin Colcord,781
Duval,Bartram Springs Community Development District,Seat 4,NOP,Lacy Reynolds,965
Duval,Chief Financial Officer,NA,DEM,Adam Hattersley,142996
Duval,Chief Financial Officer,NA,NA,OverVotes,0
Duval,Chief Financial Officer,NA,NA,UnderVotes,6112
Duval,Chief Financial Officer,NA,REP,Jimmy Patronis,181195
Duval,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,145624
Duval,Commissioner of Agriculture,NA,NA,OverVotes,0
Duval,Commissioner of Agriculture,NA,NA,UnderVotes,7180
Duval,Commissioner of Agriculture,NA,REP,Wilton Simpson,177499
Duval,Duval Soil and Water Conservation District,Group 3,NA,OverVotes,0
Duval,Duval Soil and Water Conservation District,Group 3,NA,UnderVotes,56227
Duval,Duval Soil and Water Conservation District,Group 3,NOP,Demetris Harrison,122021
Duval,Duval Soil and Water Conservation District,Group 3,NOP,Eugene Ford III,152055
Duval,Duval Soil and Water Conservation District,Group 5,NA,OverVotes,0
Duval,Duval Soil and Water Conservation District,Group 5,NA,UnderVotes,58929
Duval,Duval Soil and Water Conservation District,Group 5,NOP,Bryson Kade Morgan,111253
Duval,Duval Soil and Water Conservation District,Group 5,NOP,"Ray ""R.J."" Deacon Jr",160121
Duval,Governor,NA,DEM,Crist / Hernandez,143837
Duval,Governor,NA,LPF,Roos / Rorabaugh,1093
Duval,Governor,NA,NA,OverVotes,0
Duval,Governor,NA,NA,UnderVotes,984
Duval,Governor,NA,NPA,Gimenez / Gibson,1820
Duval,Governor,NA,REP,DeSantis / Nuñez,182569
Duval,Registered Voters,NA,NA,NA,655820
Duval,Retention of Bo Winokur,First District Court of Appeal,NA,OverVotes,0
Duval,Retention of Bo Winokur,First District Court of Appeal,NA,UnderVotes,38430
Duval,Retention of Bo Winokur,First District Court of Appeal,NOP,No,117820
Duval,Retention of Bo Winokur,First District Court of Appeal,NOP,Yes,174053
Duval,Retention of Bobby Long,First District Court of Appeal,NA,OverVotes,0
Duval,Retention of Bobby Long,First District Court of Appeal,NA,UnderVotes,37281
Duval,Retention of Bobby Long,First District Court of Appeal,NOP,No,113077
Duval,Retention of Bobby Long,First District Court of Appeal,NOP,Yes,179945
Duval,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,0
Duval,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,32153
Duval,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,117628
Duval,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,180522
Duval,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,0
Duval,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,34363
Duval,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,116735
Duval,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,179205
Duval,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,0
Duval,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,33512
Duval,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,118344
Duval,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,178447
Duval,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,0
Duval,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,34754
Duval,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,117746
Duval,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,177803
Duval,Retention of Lori S. Rowe,First District Court of Appeal,NA,OverVotes,0
Duval,Retention of Lori S. Rowe,First District Court of Appeal,NA,UnderVotes,37657
Duval,Retention of Lori S. Rowe,First District Court of Appeal,NOP,No,109608
Duval,Retention of Lori S. Rowe,First District Court of Appeal,NOP,Yes,183038
Duval,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,0
Duval,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,34814
Duval,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,119163
Duval,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,176326
Duval,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,OverVotes,0
Duval,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,UnderVotes,36324
Duval,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,No,112384
Duval,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,Yes,181595
Duval,Retention of Susan Kelsey,First District Court of Appeal,NA,OverVotes,0
Duval,Retention of Susan Kelsey,First District Court of Appeal,NA,UnderVotes,36514
Duval,Retention of Susan Kelsey,First District Court of Appeal,NOP,No,106398
Duval,Retention of Susan Kelsey,First District Court of Appeal,NOP,Yes,187391
Duval,State House,13,DEM,Angie Nixon,34059
Duval,State House,13,NA,OverVotes,0
Duval,State House,13,NA,UnderVotes,4505
Duval,State House,13,NPA,LaCiara Masline,14035
Duval,State House,15,NA,OverVotes,0
Duval,State House,15,NA,UnderVotes,6666
Duval,State House,15,NA,WriteinVotes,2794
Duval,State House,15,REP,Dean Black,25039
Duval,State House,16,NA,OverVotes,0
Duval,State House,16,NA,UnderVotes,14513
Duval,State House,16,NA,WriteinVotes,4194
Duval,State House,16,REP,Kiyan Michael,52145
Duval,State House,17,DEM,Michael Anderson,24303
Duval,State House,17,NA,OverVotes,0
Duval,State House,17,NA,UnderVotes,1280
Duval,State House,17,REP,Jessica Baker,37989
Duval,State Senate,4,DEM,Sharmin Smith,60844
Duval,State Senate,4,NA,OverVotes,0
Duval,State Senate,4,NA,UnderVotes,2752
Duval,State Senate,4,REP,Clay Yarborough,112778
Duval,State Senate,5,DEM,Tracie Davis,86784
Duval,State Senate,5,NA,OverVotes,0
Duval,State Senate,5,NA,UnderVotes,2667
Duval,State Senate,5,NA,WriteinVotes,450
Duval,State Senate,5,REP,Binod Kumar,64028
Duval,U.S. House,4,DEM,"LaShonda ""L.J."" Holloway",75485
Duval,U.S. House,4,NA,OverVotes,0
Duval,U.S. House,4,NA,UnderVotes,1434
Duval,U.S. House,4,NA,WriteinVotes,169
Duval,U.S. House,4,REP,Aaron Bean,61692
Duval,U.S. Senate,NA,DEM,Val Demings,147646
Duval,U.S. Senate,NA,LPF,Dennis Misigoy,1567
Duval,U.S. Senate,NA,NA,OverVotes,0
Duval,U.S. Senate,NA,NA,UnderVotes,1294
Duval,U.S. Senate,NA,NA,WriteinVotes,170
Duval,U.S. Senate,NA,NPA,Steven B. Grant,1268
Duval,U.S. Senate,NA,NPA,Tuan TQ Nguyen,957
Duval,U.S. Senate,NA,REP,Marco Rubio,177401
Duval,Villages of Westport Community Development District,Seat 2,NA,OverVotes,0
Duval,Villages of Westport Community Development District,Seat 2,NA,UnderVotes,34
Duval,Villages of Westport Community Development District,Seat 2,NOP,Carl Hawkins,148
Duval,Villages of Westport Community Development District,Seat 2,NOP,Samuel Cooper Smith,160
Duval,Villages of Westport Community Development District,Seat 2,NOP,Sharon Lonix,134
Duval,Villages of Westport Community Development District,Seat 3,NA,OverVotes,0
Duval,Villages of Westport Community Development District,Seat 3,NA,UnderVotes,51
Duval,Villages of Westport Community Development District,Seat 3,NOP,Alexander L. Haugabook,196
Duval,Villages of Westport Community Development District,Seat 3,NOP,Melissa Ritter,229
Duval,Villages of Westport Community Development District,Seat 4,NA,OverVotes,0
Duval,Villages of Westport Community Development District,Seat 4,NA,UnderVotes,45
Duval,Villages of Westport Community Development District,Seat 4,NOP,Jalonda Shanice Dexter,319
Duval,Villages of Westport Community Development District,Seat 4,NOP,Randall Merideth,112
Escambia,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,66
Escambia,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,8609
Escambia,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,45542
Escambia,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,61873
Escambia,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,65
